Seed;Model_Architecture;Label;Pruning;Gradient_Loss;PSNR
1;Custom_ResNet;DLG;;-1.1920928955078125e-07;-1.0460849
1;Custom_ResNet;DLG;small;0.002846837043762207;12.90802
1;Custom_ResNet;DLG;;0.0031105875968933105;13.507482
1;Custom_ResNet;DLG;small;5.960464477539063e-08;-1.046085
1;Custom_ResNet;DLG;;5.960464477539063e-08;-1.046085
1;Custom_ResNet;DLG;small;0.0024344325065612793;12.515603
1;Custom_ResNet;DLG;;0.002245604991912842;14.749485
1;Custom_ResNet;DLG;small;0.0;-1.046085
1;Custom_ResNet;DLG;;-1.1920928955078125e-07;-1.046085
1;Custom_ResNet;DLG;small;0.033017635345458984;10.487616
1;Custom_ResNet;DLG;;0.050931692123413086;6.7376275
1;Custom_ResNet;DLG;small;0.0;-0.9816962
1;Custom_ResNet;DLG;;0.0;-0.9816961
1;Custom_ResNet;DLG;small;0.025077641010284424;8.920389
1;Custom_ResNet;DLG;;0.03468132019042969;7.956998
1;Custom_ResNet;DLG;small;-1.1920928955078125e-07;-0.9816963
1;Custom_ResNet;DLG;;-1.1920928955078125e-07;-0.9816963
1;Custom_ResNet;DLG;small;0.005180776119232178;11.505865
1;Custom_ResNet;DLG;;0.005682706832885742;11.685171
1;Custom_ResNet;DLG;small;-1.1920928955078125e-07;-0.9816963
1;Custom_ResNet;DLG;;-1.1920928955078125e-07;-0.9816963
1;Custom_ResNet;DLG;small;0.004090070724487305;13.79936
1;Custom_ResNet;DLG;;0.004745841026306152;10.984324
1;Custom_ResNet;DLG;small;-1.1920928955078125e-07;-0.9816963
1;Custom_ResNet;DLG;;-1.1920928955078125e-07;-0.9816963
1;Custom_ResNet;DLG;small;0.028112709522247314;7.2973976
1;Custom_ResNet;DLG;;0.037842392921447754;5.9114065
1;Custom_ResNet;DLG;small;-1.1920928955078125e-07;-1.0329176
1;Custom_ResNet;DLG;;-1.1920928955078125e-07;-1.0329176
1;Custom_ResNet;DLG;small;0.022430896759033203;7.5188665
1;Custom_ResNet;DLG;;0.029993712902069092;6.2772803
1;Custom_ResNet;DLG;small;0.0;-1.0329177
1;Custom_ResNet;DLG;;0.0;-1.0329177
1;Custom_ResNet;DLG;small;0.004796743392944336;8.638052
1;Custom_ResNet;DLG;;0.005312323570251465;8.147625
1;Custom_ResNet;DLG;small;-1.1920928955078125e-07;-1.0329177
1;Custom_ResNet;DLG;;-1.1920928955078125e-07;-1.0329177
1;Custom_ResNet;DLG;small;0.0041702985763549805;9.421143
1;Custom_ResNet;DLG;;0.004573941230773926;8.74568
1;Custom_ResNet;DLG;small;0.0;-1.0329177
1;Custom_ResNet;DLG;;0.0;-1.0329177
2;McMahan_CNN;DLG;small;0.02177739143371582;18.680838
2;McMahan_CNN;DLG;;0.03417700529098511;16.968502
2;McMahan_CNN;DLG;small;-2.384185791015625e-07;51.30066
2;McMahan_CNN;DLG;;5.960464477539063e-08;39.668915
2;McMahan_CNN;DLG;small;0.004766285419464111;22.888332
2;McMahan_CNN;DLG;;0.015150010585784912;18.358765
2;McMahan_CNN;DLG;small;-1.1920928955078125e-07;51.84906
2;McMahan_CNN;DLG;;0.0;39.83055
2;McMahan_CNN;DLG;small;0.001562356948852539;23.749226
2;McMahan_CNN;DLG;;0.0014339089393615723;27.149048
2;McMahan_CNN;DLG;small;-1.1920928955078125e-07;27.41039
2;McMahan_CNN;DLG;;-1.1920928955078125e-07;35.207382
2;McMahan_CNN;DLG;small;0.0009816288948059082;25.134203
2;McMahan_CNN;DLG;;0.0007508993148803711;30.04288
2;McMahan_CNN;DLG;small;0.0;26.554867
2;McMahan_CNN;DLG;;0.0;29.425255
2;McMahan_CNN;DLG;small;0.029712378978729248;12.44498
2;McMahan_CNN;DLG;;0.044663965702056885;11.445746
2;McMahan_CNN;DLG;small;0.0;40.05352
2;McMahan_CNN;DLG;;3.5762786865234375e-07;32.457855
2;McMahan_CNN;DLG;small;0.024851858615875244;15.213746
2;McMahan_CNN;DLG;;0.053174495697021484;9.829626
2;McMahan_CNN;DLG;small;2.384185791015625e-07;35.63092
2;McMahan_CNN;DLG;;4.76837158203125e-07;32.41337
2;McMahan_CNN;DLG;small;0.004485130310058594;17.991055
2;McMahan_CNN;DLG;;0.003740847110748291;20.25157
2;McMahan_CNN;DLG;small;0.0;23.406322
2;McMahan_CNN;DLG;;0.0;25.943645
2;McMahan_CNN;DLG;small;0.0030137300491333008;23.365974
2;McMahan_CNN;DLG;;0.003272533416748047;21.791447
2;McMahan_CNN;DLG;small;0.0;23.1425
2;McMahan_CNN;DLG;;5.960464477539063e-08;25.712482
2;McMahan_CNN;DLG;small;0.07380062341690063;0.9288542
2;McMahan_CNN;DLG;;0.07453680038452148;-1.1061766
2;McMahan_CNN;DLG;small;8.344650268554688e-07;18.631853
2;McMahan_CNN;DLG;;1.1324882507324219e-06;19.043915
2;McMahan_CNN;DLG;small;0.06579804420471191;3.0361788
2;McMahan_CNN;DLG;;0.07662814855575562;-2.107841
2;McMahan_CNN;DLG;small;1.2516975402832031e-06;19.074154
2;McMahan_CNN;DLG;;1.1920928955078125e-06;21.02121
2;McMahan_CNN;DLG;small;0.005348563194274902;12.304723
2;McMahan_CNN;DLG;;0.005678892135620117;18.03355
2;McMahan_CNN;DLG;small;5.960464477539063e-08;17.002033
2;McMahan_CNN;DLG;;5.960464477539063e-08;17.423267
2;McMahan_CNN;DLG;small;0.011629819869995117;19.863144
2;McMahan_CNN;DLG;;0.01113826036453247;19.428667
2;McMahan_CNN;DLG;small;5.960464477539063e-08;17.039814
2;McMahan_CNN;DLG;;5.960464477539063e-08;17.456907
2;McMahan_CNN;DLG;small;0.0667182207107544;2.5114431
2;McMahan_CNN;DLG;;0.07698822021484375;-0.94832814
2;McMahan_CNN;DLG;small;9.5367431640625e-07;17.677143
2;McMahan_CNN;DLG;;1.0728836059570312e-06;18.395569
2;McMahan_CNN;DLG;small;0.08267545700073242;-1.5093989
2;McMahan_CNN;DLG;;0.08907651901245117;-3.1767821
2;McMahan_CNN;DLG;small;8.344650268554688e-07;17.382877
2;McMahan_CNN;DLG;;8.940696716308594e-07;18.328716
2;McMahan_CNN;DLG;small;0.02516651153564453;13.118722
2;McMahan_CNN;DLG;;0.02408468723297119;14.506417
2;McMahan_CNN;DLG;small;1.1920928955078125e-07;15.900143
2;McMahan_CNN;DLG;;1.7881393432617188e-07;16.155556
2;McMahan_CNN;DLG;small;0.02616792917251587;14.198727
2;McMahan_CNN;DLG;;0.028785645961761475;14.312932
2;McMahan_CNN;DLG;small;1.7881393432617188e-07;16.098652
2;McMahan_CNN;DLG;;1.7881393432617188e-07;16.328035
2;McMahan_CNN;DLG;small;0.06405961513519287;-0.95330024
2;McMahan_CNN;DLG;;0.0657692551612854;-1.8376143
2;McMahan_CNN;DLG;small;5.364418029785156e-07;13.404623
2;McMahan_CNN;DLG;;6.556510925292969e-07;13.673435
2;McMahan_CNN;DLG;small;0.07754004001617432;-3.5763125
2;McMahan_CNN;DLG;;0.08371478319168091;-4.455222
2;McMahan_CNN;DLG;small;9.5367431640625e-07;11.401081
2;McMahan_CNN;DLG;;1.1324882507324219e-06;12.1970415
2;McMahan_CNN;DLG;small;0.03376966714859009;9.834686
2;McMahan_CNN;DLG;;0.04117012023925781;9.801643
2;McMahan_CNN;DLG;small;1.1920928955078125e-07;11.574097
2;McMahan_CNN;DLG;;1.1920928955078125e-07;11.748711
2;McMahan_CNN;DLG;small;0.04081803560256958;9.585264
2;McMahan_CNN;DLG;;0.042984724044799805;9.133172
2;McMahan_CNN;DLG;small;1.7881393432617188e-07;11.685238
2;McMahan_CNN;DLG;;1.7881393432617188e-07;11.868616
2;Custom_ResNet;DLG;small;0.0038911104202270508;25.881924
2;Custom_ResNet;DLG;;0.012066066265106201;18.645977
2;Custom_ResNet;DLG;small;0.0;-0.8948672
2;Custom_ResNet;DLG;;0.0;-0.8948665
2;Custom_ResNet;DLG;small;0.004313051700592041;24.753817
2;Custom_ResNet;DLG;;0.013908147811889648;14.977473
2;Custom_ResNet;DLG;small;-1.1920928955078125e-07;-0.8948675
2;Custom_ResNet;DLG;;-1.1920928955078125e-07;-0.8948675
2;Custom_ResNet;DLG;small;0.0011632442474365234;23.656252
2;Custom_ResNet;DLG;;0.0008271932601928711;25.98433
2;Custom_ResNet;DLG;small;0.0;-0.89486814
2;Custom_ResNet;DLG;;0.0;-0.89486814
2;Custom_ResNet;DLG;small;0.0007619857788085938;26.310375
2;Custom_ResNet;DLG;;0.0009307265281677246;23.54223
2;Custom_ResNet;DLG;small;0.0;-0.89486814
2;Custom_ResNet;DLG;;0.0;-0.89486814
2;Custom_ResNet;DLG;small;0.008264124393463135;20.242748
2;Custom_ResNet;DLG;;0.01788264513015747;14.678545
2;Custom_ResNet;DLG;small;0.0;-1.075167
2;Custom_ResNet;DLG;;0.0;-1.0751667
2;Custom_ResNet;DLG;small;0.006784379482269287;20.93316
2;Custom_ResNet;DLG;;0.019199848175048828;12.4179535
2;Custom_ResNet;DLG;small;-2.384185791015625e-07;-1.0751672
2;Custom_ResNet;DLG;;-2.384185791015625e-07;-1.075167
2;Custom_ResNet;DLG;small;0.0018680691719055176;20.267658
2;Custom_ResNet;DLG;;0.0020450949668884277;18.675617
2;Custom_ResNet;DLG;small;5.960464477539063e-08;-1.0751674
2;Custom_ResNet;DLG;;5.960464477539063e-08;-1.0751674
2;Custom_ResNet;DLG;small;0.0012293457984924316;21.890059
2;Custom_ResNet;DLG;;0.00154954195022583;19.184795
2;Custom_ResNet;DLG;small;0.0;-1.0751674
2;Custom_ResNet;DLG;;0.0;-1.0751674
2;Custom_ResNet;DLG;small;0.009898900985717773;16.146978
2;Custom_ResNet;DLG;;0.018161654472351074;11.796801
2;Custom_ResNet;DLG;small;-1.1920928955078125e-07;-1.0218751
2;Custom_ResNet;DLG;;-1.1920928955078125e-07;-1.0218751
2;Custom_ResNet;DLG;small;0.008608639240264893;12.574934
2;Custom_ResNet;DLG;;0.019688844680786133;9.913561
2;Custom_ResNet;DLG;small;0.0;-1.0218753
2;Custom_ResNet;DLG;;0.0;-1.0218753
2;Custom_ResNet;DLG;small;0.002448439598083496;15.069661
2;Custom_ResNet;DLG;;0.003252863883972168;12.761852
2;Custom_ResNet;DLG;small;0.0;-1.0218753
