Seed;Model_Architecture;Mode;Pruning;Gradient_Loss;Zero_Percentage
0;McMahan_CNN;model.train();small;0.018360137939453125;70.79407163411203
0;McMahan_CNN;model.train();;0.0611453652381897;70.70124385514414
0;McMahan_CNN;model.train();small;0.0;0.11424957411431078
0;McMahan_CNN;model.train();;1.1920928955078125e-07;0.0
0;McMahan_CNN;model.train();small;0.024163901805877686;70.59223381101154
0;McMahan_CNN;model.train();;0.07886797189712524;70.49653124568202
0;McMahan_CNN;model.train();small;1.1920928955078125e-07;0.11424957411431078
0;McMahan_CNN;model.train();;1.1920928955078125e-07;0.0
0;McMahan_CNN;model.train();small;0.005146801471710205;70.48405838227426
0;McMahan_CNN;model.train();;0.00924837589263916;70.39021051782322
0;McMahan_CNN;model.train();small;1.1920928955078125e-07;0.11424957411431078
0;McMahan_CNN;model.train();;1.1920928955078125e-07;0.0
0;McMahan_CNN;model.train();small;0.009127914905548096;70.93368424273953
0;McMahan_CNN;model.train();;0.009730696678161621;70.83812077997591
0;McMahan_CNN;model.train();small;0.0;0.11424957411431078
0;McMahan_CNN;model.train();;1.1920928955078125e-07;0.0
0;McMahan_CNN;model.train();small;0.04966139793395996;63.752004236136806
0;McMahan_CNN;model.train();;0.11039048433303833;63.65203585878678
0;McMahan_CNN;model.train();small;1.1920928955078125e-07;0.11424957411431078
0;McMahan_CNN;model.train();;6.556510925292969e-07;0.0
0;McMahan_CNN;model.train();small;0.03839147090911865;64.82374313876593
0;McMahan_CNN;model.train();;0.10257905721664429;64.72734506060699
0;McMahan_CNN;model.train();small;1.1920928955078125e-07;0.11424957411431078
0;McMahan_CNN;model.train();;4.172325134277344e-07;0.0
0;McMahan_CNN;model.train();small;0.01061946153640747;63.10684653555786
0;McMahan_CNN;model.train();;0.018875718116760254;63.00687815820783
0;McMahan_CNN;model.train();small;1.1920928955078125e-07;0.11424957411431078
0;McMahan_CNN;model.train();;5.960464477539063e-08;0.0
0;McMahan_CNN;model.train();small;0.009946882724761963;65.04950660319881
0;McMahan_CNN;model.train();;0.009719669818878174;64.94953822584878
0;McMahan_CNN;model.train();small;2.384185791015625e-07;0.11424957411431078
0;McMahan_CNN;model.train();;1.1920928955078125e-07;0.0
0;McMahan_CNN;model.train();small;0.07012403011322021;55.13793874108468
0;McMahan_CNN;model.train();;0.10340112447738647;55.037970363734665
0;McMahan_CNN;model.train();small;5.960464477539062e-07;0.11424957411431078
0;McMahan_CNN;model.train();;5.960464477539062e-07;0.0
0;McMahan_CNN;model.train();small;0.08956646919250488;54.933411601710404
0;McMahan_CNN;model.train();;0.11168712377548218;54.83701352355146
0;McMahan_CNN;model.train();small;7.152557373046875e-07;0.11424957411431078
0;McMahan_CNN;model.train();;8.940696716308594e-07;0.0
0;McMahan_CNN;model.train();small;0.012068331241607666;55.340054769316936
0;McMahan_CNN;model.train();;0.022932469844818115;55.240086391966926
0;McMahan_CNN;model.train();small;2.384185791015625e-07;0.11424957411431078
0;McMahan_CNN;model.train();;5.960464477539063e-08;0.0
0;McMahan_CNN;model.train();small;0.014726638793945312;54.936147285506166
0;McMahan_CNN;model.train();;0.024080634117126465;54.83617890815614
0;McMahan_CNN;model.train();small;1.7881393432617188e-07;0.11424957411431078
0;McMahan_CNN;model.train();;1.7881393432617188e-07;0.0
0;McMahan_CNN;model.train();small;0.09401732683181763;46.79419589907089
0;McMahan_CNN;model.train();;0.10279780626296997;46.69422752172087
0;McMahan_CNN;model.train();small;5.364418029785156e-07;0.11424957411431078
0;McMahan_CNN;model.train();;5.960464477539062e-07;0.0
0;McMahan_CNN;model.train();small;0.1268773078918457;48.64119976890427
0;McMahan_CNN;model.train();;0.15275782346725464;48.54123139155425
0;McMahan_CNN;model.train();small;9.5367431640625e-07;0.11424957411431078
0;McMahan_CNN;model.train();;1.3113021850585938e-06;0.0
0;McMahan_CNN;model.train();small;0.041653990745544434;46.523502305856866
0;McMahan_CNN;model.train();;0.04127472639083862;46.42353392850684
0;McMahan_CNN;model.train();small;2.980232238769531e-07;0.11424957411431078
0;McMahan_CNN;model.train();;2.980232238769531e-07;0.0
0;McMahan_CNN;model.train();small;0.04169356822967529;48.3884967742115
0;McMahan_CNN;model.train();;0.055024802684783936;48.28138779847933
0;McMahan_CNN;model.train();small;2.384185791015625e-07;0.11424957411431078
0;McMahan_CNN;model.train();;1.1920928955078125e-07;0.0
0;McMahan_CNN;model.train();small;0.0868985652923584;37.554493430185815
0;McMahan_CNN;model.train();;0.08671754598617554;37.45452505283579
0;McMahan_CNN;model.train();small;3.5762786865234375e-07;0.11424957411431078
0;McMahan_CNN;model.train();;5.960464477539062e-07;0.0
0;McMahan_CNN;model.train();small;0.10675781965255737;41.06038813325284
0;McMahan_CNN;model.train();;0.12592649459838867;40.95327915752067
0;McMahan_CNN;model.train();small;4.172325134277344e-07;0.11424957411431078
0;McMahan_CNN;model.train();;5.364418029785156e-07;0.0
0;McMahan_CNN;model.train();small;0.04393523931503296;37.238637870580824
0;McMahan_CNN;model.train();;0.04903304576873779;37.13866949323081
0;McMahan_CNN;model.train();small;5.960464477539063e-08;0.11424957411431078
0;McMahan_CNN;model.train();;1.7881393432617188e-07;0.0
0;McMahan_CNN;model.train();small;0.053782880306243896;39.813148159997624
0;McMahan_CNN;model.train();;0.049250781536102295;39.69889858588331
0;McMahan_CNN;model.train();small;0.0;0.11424957411431078
0;McMahan_CNN;model.train();;3.5762786865234375e-07;0.0
0;Custom_ResNet;model.train();small;0.0074672698974609375;35.228131257292624
0;Custom_ResNet;model.train();;0.017579376697540283;33.9800421730448
0;Custom_ResNet;model.train();small;1.1920928955078125e-07;1.339685959196926
0;Custom_ResNet;model.train();;1.1920928955078125e-07;0.0
0;Custom_ResNet;model.train();small;0.006107509136199951;35.09098205274011
0;Custom_ResNet;model.train();;0.01705104112625122;33.8499898245582
0;Custom_ResNet;model.train();small;-1.1920928955078125e-07;1.339685959196926
0;Custom_ResNet;model.train();;-1.1920928955078125e-07;0.0
0;Custom_ResNet;model.train();small;0.0006737709045410156;36.97773448665747
0;Custom_ResNet;model.train();;0.0012893080711364746;35.733243052016824
0;Custom_ResNet;model.train();small;0.0;1.339685959196926
0;Custom_ResNet;model.train();;5.960464477539063e-08;0.0
0;Custom_ResNet;model.train();small;0.0008644461631774902;35.687404342345175
0;Custom_ResNet;model.train();;0.0012863874435424805;34.440818753455574
0;Custom_ResNet;model.train();small;-1.1920928955078125e-07;1.339685959196926
0;Custom_ResNet;model.train();;-1.1920928955078125e-07;0.0
0;Custom_ResNet;model.train();small;0.012399375438690186;29.076785834782687
0;Custom_ResNet;model.train();;0.02959895133972168;27.80464977418037
0;Custom_ResNet;model.train();small;0.0;1.339685959196926
0;Custom_ResNet;model.train();;-1.1920928955078125e-07;0.0
0;Custom_ResNet;model.train();small;0.01121973991394043;28.914023512877527
0;Custom_ResNet;model.train();;0.03388214111328125;27.642057490440724
0;Custom_ResNet;model.train();small;5.960464477539063e-08;1.339685959196926
0;Custom_ResNet;model.train();;5.960464477539063e-08;0.0
0;Custom_ResNet;model.train();small;0.0023305416107177734;29.835156052973872
0;Custom_ResNet;model.train();;0.0027898550033569336;28.559180709581796
0;Custom_ResNet;model.train();small;5.960464477539063e-08;1.339685959196926
0;Custom_ResNet;model.train();;5.960464477539063e-08;0.0
0;Custom_ResNet;model.train();small;0.0019033551216125488;28.766376688948824
0;Custom_ResNet;model.train();;0.0022104382514953613;27.490276054276897
0;Custom_ResNet;model.train();small;0.0;1.339685959196926
0;Custom_ResNet;model.train();;1.1920928955078125e-07;0.0
0;Custom_ResNet;model.train();small;0.018387973308563232;22.57341666277369
0;Custom_ResNet;model.train();;0.026240170001983643;21.287346421976377
0;Custom_ResNet;model.train();small;5.960464477539063e-08;1.339685959196926
0;Custom_ResNet;model.train();;5.960464477539063e-08;0.0
0;Custom_ResNet;model.train();small;0.011289596557617188;22.636644012213395
0;Custom_ResNet;model.train();;0.029886722564697266;21.349598289308663
0;Custom_ResNet;model.train();small;0.0;1.339685959196926
0;Custom_ResNet;model.train();;-1.1920928955078125e-07;0.0
0;Custom_ResNet;model.train();small;0.0018820762634277344;23.761160097018408
0;Custom_ResNet;model.train();;0.002984166145324707;22.462086411247864
0;Custom_ResNet;model.train();small;1.1920928955078125e-07;1.339685959196926
